case_id,family_id,family,room,corpora,quality_partitions,actor_ids,roles,historical_source_partition,reference_class,complete_reference,overlap,utterances,reference_words,scheduled_duration_s,prepared_frames,sample_rate_hz,channels,prepared_format,raw_format,capture_id,capture_minus_source_offset_samples,O0_sha256,O1_sha256,O0_gain_already_applied,O1_gain_already_applied,runtime_gain,original_normalized_transcripts,activity_reference,exact_word_timing,exact_phonetic_timing,punctuation_reference,metric_limitations,screen_48
S45_10_06,F10,Localized nonspeech and transients,Arise Kitchen Main Table,"[""HiFiTTS""]","[""other""]","[""HIFITTS_11614"", ""HIFITTS_11697""]","[""target_or_conversation""]",development,incomplete_ambient_reference,False,False,3,31,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,9253037755a9d9ecc3ece36a36b1c90f88eeb8b5b12f6efdee608a25daca0ba0,a6a7a6ed3ef50e43ac13b368a55fcecd9ae17bbad7b987b5420fa4ad2248cf2e,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,incomplete all-speaker truth: target-conditioned lexical scoring only,True
S45_10_08,F10,Localized nonspeech and transients,Arise Floor 2 Kitchen,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_eey"", ""CMU_ARCTIC_fem""]","[""target_or_conversation""]",development,incomplete_ambient_reference,False,False,3,27,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,a550e64ba4297151484be72cd74f0057364dfd9d922f48a012487f6e9195c879,1b0648d68e3fa542fb6797a5fec84f77445854b19bcd4014a41fdd4a2c1b96d7,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,incomplete all-speaker truth: target-conditioned lexical scoring only,True
S45_10_20,F10,Localized nonspeech and transients,Upper Loeb,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_8051"", ""HIFITTS_9017""]","[""target_or_conversation""]",downstream_reserve,incomplete_ambient_reference,False,False,3,33,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,a4a94532c639ade07f4fc9965a53c83152d71c471c504083046289325760bb56,3db42273d7674f5ce75e7ccceb1d9229b1f0a5201a68c065e50cacc864392a84,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,incomplete all-speaker truth: target-conditioned lexical scoring only,True
S45_11_08,F11,Multipoint ambience babble and music proxies,Arise Kitchen Main Table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_aew"", ""CMU_ARCTIC_slp""]","[""background_talker"", ""target_or_conversation""]",development,incomplete_ambient_reference,False,False,4,35,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,0ee725685487a4824ea0a54f75f08f0f529c6582b04964944a4dfc9fb017e92e,e05ead2b2316764c535e3abc9e09610cf6e1d51ce80106d725ca6a9feef8fd19,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,incomplete all-speaker truth: target-conditioned lexical scoring only,True
S45_11_15,F11,Multipoint ambience babble and music proxies,Arise 5th floor low table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_bc25d4fe155478871b18"", ""CV_c86d546169ef5ac0dbe9""]","[""background_talker"", ""target_or_conversation""]",development,complete_nonoverlap,True,False,4,34,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,febf67c3edd379e3ae4cf715e60a3e709dfac32939a60b9b3f9740407b922e00,100e45472208b4c91e9a31314134380fc1f80626ac0cc2bee322dde7686a23c4,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_11_16,F11,Multipoint ambience babble and music proxies,Arise Floor 2 Kitchen,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_8051"", ""HIFITTS_9017""]","[""background_talker"", ""target_or_conversation""]",downstream_reserve,complete_overlap,True,True,4,41,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,d52aad8225723bf483df66aa4293e7ece83e07e609916c6e18a56622ffd3babd,930ba98a65ce2e5109f976afc195a1bb4bb5fc7fddf5b85810592ca325840306,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,True
S45_11_20,F11,Multipoint ambience babble and music proxies,Upper Loeb,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_awb"", ""CMU_ARCTIC_slt""]","[""background_talker"", ""target_or_conversation""]",downstream_reserve,incomplete_ambient_reference,False,False,4,35,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,bada32ce2d850feb7eabf959b78694e0850812628fe8249d255b616969c4b317,b39dd95617913f2394cdaff7407f992ef3fcd25bbbc9c2422ffeaa641b0a9790,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,incomplete all-speaker truth: target-conditioned lexical scoring only,True
S45_12_02,F12,Noise-only silence and paired speech-in-noise,Arise Kitchen Main Table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_eey"", ""CMU_ARCTIC_fem""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,3,30,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,5b3e285752eaa10176f6fb86166c01445d1890406244e6fe4a173663bb1a5f90,cc75cde3412c105d7004f6a274385870ecd29cff91cbe38706b3e4f22364c161,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_12_04,F12,Noise-only silence and paired speech-in-noise,Library Conference Room,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_9136"", ""HIFITTS_92""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,3,33,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,e2ad03223e9d3cf033ea0988dbfc04cc597cf35d8b4986ebd3cfe8f7b07a1c07,afbe4d9e39bcd657793f31aa6d88cdfdb7a33ddda7a6c6cbc93f3b46331e645a,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_12_06,F12,Noise-only silence and paired speech-in-noise,Arise Floor 2 Kitchen,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_e2570918d433fe70613d"", ""CV_f82fc5dd15117edcfe9a""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,3,23,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T071736_0228fe,2705,fcd4605c9980b0698da8139034da80ccd005e1d9a70460c32d563c164fc880bf,bb65b1ab16210ed24476f6c0314d241c1509fb81d0fb022ea4c0fc987692dd45,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_12_20,F12,Noise-only silence and paired speech-in-noise,Upper Loeb,[],[],[],[],downstream_reserve,empty_control,True,False,0,0,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T092513_e2c129,2706,c96ee8c13087efaf5382627b6590c032d9196540d752de7bd81a2dae0786eeaf,b7e71ae15acb9c5d0982c861602b2e3bdb8c3feb2b592d28913026cec1603b45,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,empty: insertion/hallucination controls only; no WER denominator,True
