case_id,family_id,family,room,corpora,quality_partitions,actor_ids,roles,historical_source_partition,reference_class,complete_reference,overlap,utterances,reference_words,scheduled_duration_s,prepared_frames,sample_rate_hz,channels,prepared_format,raw_format,capture_id,capture_minus_source_offset_samples,O0_sha256,O1_sha256,O0_gain_already_applied,O1_gain_already_applied,runtime_gain,original_normalized_transcripts,activity_reference,exact_word_timing,exact_phonetic_timing,punctuation_reference,metric_limitations,screen_48
S45_02_18,F02,Returns and three-person sequential turns,Upper Loeb,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_5bb2ca9b27ebe4cea0b5"", ""CV_6780c1e3d0bfe13078f7"", ""CV_8c9d6f14b797c3ffeb85""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,4,26,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,19411dc1f5b3347222417a31447a863c44918e2733d87a81065377bd4ff94511,19b06573c665af2b83958d47105e332824c44c6e365b5a8bb9cd27dd0568725e,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_02_19,F02,Returns and three-person sequential turns,Upper Loeb,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_9136"", ""HIFITTS_92""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,3,32,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,19536123fe8bb02513ed985e9826f56ef10f2758eb50659eba818b678c030211,9205f0c1f09de906602568feea7145d797aec5e67c34d0f8e0d2c74e8f527411,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_02_20,F02,Returns and three-person sequential turns,Upper Loeb,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_awb"", ""CMU_ARCTIC_rxr"", ""CMU_ARCTIC_slt""]","[""target_or_conversation""]",downstream_reserve,complete_nonoverlap,True,False,4,37,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,1975d9b5cf9a9af7371463383932953825d4aabe552ff000295952a446d7c41f,4c73d16a47dd4cea8e741253a323234d4634932bbbafc2bf70649876e2f58159,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_01,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_ahw"", ""CMU_ARCTIC_aup""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,22,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,321,4e18a939097e4bdd6283921f85765a0d9b5e064fe491aa604d2e6ada33ba52a3,ae9134a29501c15ca72cb4634209a6702c068904137ef5c13e84d82c6cba411d,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_02,F03,Complete short replies and rapid handoffs,Library Conference Room,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_bc25d4fe155478871b18"", ""CV_c86d546169ef5ac0dbe9""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,37,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,3eaf3b0e70ba273fc1601d2c19de47e00233b40f670224e06356754dfe4f0050,a67b0c1993a761b088433b6827bc6f914e3788dfaae5d4a2618b62a44b178473,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_03_03,F03,Complete short replies and rapid handoffs,Arise 5th floor low table,"[""HiFiTTS""]","[""other""]","[""HIFITTS_11614"", ""HIFITTS_11697""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,10,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,c69e22f55c28a8f06dcb26258dddf9accbcb17a34a4968bccc1daae21217f606,8cd39321e9c95a1bb8de32ee6cd47a9961dbb5a179f3493921a2a1686c6f142c,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_04,F03,Complete short replies and rapid handoffs,Arise Floor 2 Kitchen,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_bdl"", ""CMU_ARCTIC_clb""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,21,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,2b75e95aadebd5067e06264d2d5037090b085972f09e5a1f8fbf3d95a3f712f0,2d1e5b86a524887aca3c07ace5f35d3f64235a3d7f58e6a9ee97f1991b646ee5,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_05,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_d3c1e11354306288eba3"", ""CV_da7630c05ea3de5a8b18""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,51,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,dae98336115e683f0a6549729986c7811b1bbe6c797e791d9810668e5d53cc7e,a07679e3ed62b91fad206fce26e50242f6ed6c129eded38f77104e7a1e8a2bbf,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_06,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_12787"", ""HIFITTS_6097""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,11,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,19630f5777311dd0653732b24c6550f075f8110038ee1c180446664320ccc1d9,dd213716032443066f5c0c4e5216d64193ce55d4277daba0649fe960f00bc5b1,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_07,F03,Complete short replies and rapid handoffs,Library Conference Room,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_eey"", ""CMU_ARCTIC_fem""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,25,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,9af5f7b651084aa7ab28e0c298cad2fc243b3a227b64b80b2ad23786fd4470c7,52ff2f7758d1ec7148d95f135674dd45cbcd4896d4ae8f64fad7943c91cf50ff,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_08,F03,Complete short replies and rapid handoffs,Arise 5th floor low table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_e2570918d433fe70613d"", ""CV_f82fc5dd15117edcfe9a""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,38,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,067207e32ed0ef613e9dc360d995a48c7beb30358c5f1db23275660681b564f1,ccf2b0a88b555e85e0122bb6efbacdc1abf44fce53044281a6456db66f0122bb,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_09,F03,Complete short replies and rapid handoffs,Arise Floor 2 Kitchen,"[""HiFiTTS""]","[""other""]","[""HIFITTS_6670"", ""HIFITTS_6671""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,15,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,325fc288930740ddce5bb6e2dbece90da406aa7a015934bf8997e90feee5e15b,b3925daba53afe3f7ce5d58c9b6d5ebb258d2551eb16710f35c3533946270e1c,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_03_10,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_gka"", ""CMU_ARCTIC_jmk""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,26,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,8e895d6255b3a993cafcbf697bee9d8664d62053a8a4161bceb6ef43abf8df3a,bbd3916fb6d6d364bdd5f789976ab35fef5bd95fa57574d83bf9e5d785918b95,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_11,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_0ec4d6799c8c83a9a047"", ""CV_2abbf1ec09fa0aeb6d9b""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,69,47,747127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,10b4a9c03af37b53ce59f6bf52e45d96ef46e5b85f0d8317c07fd0437e099541,cc1430f44576fceda537eb127d193e2df76b2892361489678f9696caa45824b1,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_12,F03,Complete short replies and rapid handoffs,Library Conference Room,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_9136"", ""HIFITTS_92""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,12,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,2690124f6b8a25a365f3d6bc67f575e59d1be981d854ba4fada3e1dc7dc64dfd,7107d408bad7759896fb3bcf70ca59131658d95a1a6ef0eaf34de3b72412e0c4,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_13,F03,Complete short replies and rapid handoffs,Arise 5th floor low table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_ksp"", ""CMU_ARCTIC_ljm""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,26,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,832f56e9f9f32e0b48b974ac14d6de97082ed363cec32d1c8bf7bbbda2ddd8d0,08f6281db4772b5ea72b4f5bc6de3c00e75bcd2727799ceb869272d5616a3593,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_14,F03,Complete short replies and rapid handoffs,Arise Floor 2 Kitchen,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_3b33694cdeb42c66d688"", ""CV_5bb2ca9b27ebe4cea0b5""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,49,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,5e02f44f9f8f3258455e2f719911b9488e5d53c4bfa24cf1a3cbc34ae0e06f5e,c31d0fae6ed9e9eec1da785db1d18f20544e1d5ddf4f0d4a718a355c9ed3a94a,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_15,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""HiFiTTS""]","[""other""]","[""HIFITTS_11614"", ""HIFITTS_11697""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,10,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,88473becc42d6aa758aa512190ce0d06889f84a161aa85c135169dfc812e1db4,d7e5825858611dd59ecd147c933a2482ba346409eaccd74ff4140c208c4bb4e1,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_16,F03,Complete short replies and rapid handoffs,Arise Kitchen Main Table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_axb"", ""CMU_ARCTIC_rxr""]","[""target_or_conversation""]",downstream_reserve,complete_nonoverlap,True,False,6,26,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,2d50779d27fb02d310b61b1e78c24679522f1e526bc6d9e62f9fae4fcc36da53,f44646b09ffa694b1e689dd0f226dbbfa013e0d6ebc4dca34341bfec07307207,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_03_17,F03,Complete short replies and rapid handoffs,Library Conference Room,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_ba6b4113f6df628a21fe"", ""CV_cb8bbb33611dc9825ccf""]","[""target_or_conversation""]",downstream_reserve,complete_nonoverlap,True,False,6,25,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,5332ceb9cd9daba426ab48b76833945fa49a0c7159be919b0549b75023a3883c,c7e3dbad29b7ee26940e1aa814e4afc9c3bc9776b51806be9ab152a003c8eb07,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_18,F03,Complete short replies and rapid handoffs,Upper Loeb,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_12787"", ""HIFITTS_6097""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,11,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,cc86667245e94cdb516c63d0b32f6ff8e99c70f40d7231e68ac418f1270cab31,02dac291c3b31744bb5eb7fe4d9d19ed0d39930b2fa058547c1a7f693adf1403,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,True
S45_03_19,F03,Complete short replies and rapid handoffs,Upper Loeb,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_lnh"", ""CMU_ARCTIC_rms""]","[""target_or_conversation""]",development,complete_nonoverlap,True,False,6,23,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,80110fba18368c2cdc307c0c2ecb390cdcade850e32d47c0d2bbfd774d8cc810,1f75d5cd82c585ee09273f23d388ebe3444fc57f8b8808bd4bc995683995fc39,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_03_20,F03,Complete short replies and rapid handoffs,Upper Loeb,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_6b5e3c9ca9030b7da6be"", ""CV_ba6b4113f6df628a21fe""]","[""target_or_conversation""]",downstream_reserve,complete_nonoverlap,True,False,6,28,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,50400cb31299db30325b05016acbc8ff4d6f7549bc3569cc970a07d3f467d16d,7740b972460ab543e9911242d43b0fbcc4cf68b5b0233dbb72aab22883544c72,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,lexical scoring supported; timing/activity approximate,False
S45_04_01,F04,Two-talker overlap,Library Conference Room,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_6780c1e3d0bfe13078f7"", ""CV_8c9d6f14b797c3ffeb85""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,15,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,293154dcd294b54e14819203b79e0b9750b57c23feed81048afd52bfd848a432,f8d994b3f6da6bf37cfff739103d738b048546a05e3bc0ca3a0787eda1ce65aa,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_02,F04,Two-talker overlap,Arise 5th floor low table,"[""HiFiTTS""]","[""other""]","[""HIFITTS_6670"", ""HIFITTS_6671""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,46,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,c5e3296f004035d7ec93d50184dc87bac44ef56e0b6a0bb1a25cb956ddfb3129,2ad1fdf3d5a03c7c39665d6dec050685457880559dd5820421c83cbd309701e1,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_03,F04,Two-talker overlap,Arise Floor 2 Kitchen,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_aew"", ""CMU_ARCTIC_slp""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,37,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,a952e193260850841336f1ed82c1d97e92233c7d4a57e011ced359f02f97b1c7,f6e6ae3e2237d3c43738a70d2eee14fed45b9b153b56cb0493b7ee5450f61e15,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_04,F04,Two-talker overlap,Arise Kitchen Main Table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_bc25d4fe155478871b18"", ""CV_c86d546169ef5ac0dbe9""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,24,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,456f029833d11528cb193c934b1e5fbfaae62685bb3d480807ec05afa07d7331,2de24b10f86b6fe370b4a8c459f8c6d672909d3f0558653a24a5aa66ad317fbd,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_05,F04,Two-talker overlap,Arise Kitchen Main Table,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_9136"", ""HIFITTS_92""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,36,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,65acd199d8fc3c5ad6eaf38f9db5f854e24efa3f9c8dafc91a3db2f6438d1472,3b44d1b5c34d51a5a43cf93ec2d27b7bbd1b273a62fe272dc92970547810f4f7,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_06,F04,Two-talker overlap,Library Conference Room,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_ahw"", ""CMU_ARCTIC_aup""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,26,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,0b3e3d349d0b21f9b606c88a95483d524cf3aaa4484dcc7f8187583448efc89f,36fd61d77b817fc638650c094a6aed61f0e5db5fdfe99ab5142170a6b9a17c6b,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_07,F04,Two-talker overlap,Arise 5th floor low table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_d3c1e11354306288eba3"", ""CV_da7630c05ea3de5a8b18""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,21,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,a80ba9ea36b6922070545eb5e2553e44656141cba0fe2e08b57c61176bc95886,76ebfd81860f25b57f2f2ca785d47a9361f910822d2435f0defc886f9e0ec2bf,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_08,F04,Two-talker overlap,Arise Floor 2 Kitchen,"[""HiFiTTS""]","[""other""]","[""HIFITTS_11614"", ""HIFITTS_11697""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,37,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,f3735c93f3bb66f3b6af0a42a6edf37e25a496e4b9b2144260932c4cd6231ffb,df26323d4630b7782ba8aabf26f0c7bcac72af13b75dbbbc9d7b604faeca32b6,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_09,F04,Two-talker overlap,Arise Kitchen Main Table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_bdl"", ""CMU_ARCTIC_clb""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,33,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,cb32f5a833ab9f840f21688d77f08415cab645b53e47ac238c302a904b5864b4,d3e18d1fdac8f902918a71508ca444b62e39fc7179a90433327f469d8a33c440,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,True
S45_04_10,F04,Two-talker overlap,Arise Kitchen Main Table,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_e2570918d433fe70613d"", ""CV_f82fc5dd15117edcfe9a""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,22,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,47234d4cedc66c34458d07566538621787437f1c2f713d340eed51c3c8b84bea,379c13fcfb38ad3b1863cc04bf34c34083cf4fa879489047345862945e4c7497,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_11,F04,Two-talker overlap,Library Conference Room,"[""HiFiTTS""]","[""clean"", ""other""]","[""HIFITTS_12787"", ""HIFITTS_6097""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,31,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,873e97646519ce4f44c359858cb1b897e025759cfd6ab1f5585b1f9eab219b81,e06028f6d79e353fecbdf196a933ab95ff9f9443c8337d0c5572e2897b57b2ec,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_12,F04,Two-talker overlap,Arise 5th floor low table,"[""CMU ARCTIC""]","[""studio_project_design""]","[""CMU_ARCTIC_eey"", ""CMU_ARCTIC_fem""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,26,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,330f0289ef640f13d759ea7a2548ed6562588f5feb402247ebbbe42274c33e18,199d0a84bee58ac7e37ce0d4503a2ffea2ec661bfa695549bd54ca1e43db1927,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
S45_04_13,F04,Two-talker overlap,Arise Floor 2 Kitchen,"[""Common Voice""]","[""self_reported_60plus_real_recording""]","[""CV_0ec4d6799c8c83a9a047"", ""CV_2abbf1ec09fa0aeb6d9b""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,38,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,1ffe73c8a408be2f3d7387e9de4de1794e4ae3b8e126d12262c0c070496343a0,73ea1ceba9877460f0f05073b67263b7f452599250b34915cc40f65dbe4debb0,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,True
S45_04_14,F04,Two-talker overlap,Arise Kitchen Main Table,"[""HiFiTTS""]","[""other""]","[""HIFITTS_6670"", ""HIFITTS_6671""]","[""target_or_conversation""]",development,complete_overlap,True,True,3,22,45,715127,16000,1,PCM_16,PCM_24,canonical_20260909T044122_18b754,2705,b8e112a4b03e7ed08466de7ad6c1a78dd93d7ad698cfd443bec6623ddab73b29,1c0c5f711ca3da016c48834c650bf3acb500a39f8f128f577837092af7173ae4,1.4125375446227544,1.0,1.0,LOCAL_FULL_AUDIT,estimated 20ms grid; preserved source and mapping provenance,UNAVAILABLE,UNAVAILABLE,original source text only; not independent conversational gold,overlap: speaker/permutation lexical scoring; activity is estimated,False
